c1,c2,c3,g,m,x,y
1,0,0.10703333633545935,0,4,68993,5
3,1,-0.5424127003662812,1,7,95128,9
3,1,-1.651222289528031,0,7,100309,10
1,0,1.1105822169501502,1,5,78400,5
1,0,1.0587552054902376,0,4,65707,5
3,1,-1.7704536566063207,0,7,101110,11
2,1,-0.7627865029331551,1,5,71017,7
2,1,0.9975567837588157,0,6,81993,6
1,0,-0.27482032499813097,1,3,51170,4
1,0,1.2887426158853665,0,5,74918,4
2,1,-0.37675222620105914,0,5,78343,7
2,1,0.0430561775822785,0,5,78235,6
1,0,1.7627643077864779,1,3,54639,3
2,1,-1.3291057534092594,1,5,70174,6
2,1,-0.756021716921861,1,5,70609,7
2,1,0.38796295021570915,1,6,84387,7
2,1,-0.005307686251211384,1,4,66530,6
2,1,0.6809788145372748,1,5,71257,6
1,0,1.1596592440036233,0,4,66448,4
2,1,-0.7021907802852816,0,5,78190,7
1,0,0.629626902414878,0,4,63144,5
2,1,-0.3113354368764944,1,6,82522,7
1,0,-0.9769704622488508,1,4,65704,5
1,0,2.0101043147822755,1,5,77809,5
2,1,-1.5954685598996972,1,5,80067,8
2,1,-0.6374852003578245,1,5,78465,7
2,1,-0.8859797850856375,0,5,74138,6
2,1,0.4146836446802089,1,7,93058,7
2,1,0.35360425647945865,0,5,80678,6
1,0,1.6077424373761553,1,4,67919,4
0,0,0.6814736075799107,0,3,47472,0
2,1,0.3059276745520599,1,5,76513,7
1,0,0.8947321081751418,0,4,68279,5
1,0,1.5077644432247268,1,5,70560,4
2,1,0.19648594774694078,0,6,87277,7
1,0,1.8672263738284973,0,5,71661,3
1,0,-0.23148412279958652,1,5,70946,5
3,1,-2.370063074622383,0,6,86027,9
2,1,-1.2518353899919832,1,5,75675,6
1,0,0.26897991044959435,1,4,68591,4
2,1,-0.7542242239399257,1,5,79683,8
2,1,1.082546567418795,1,6,86037,6
2,1,-0.7371448477949936,1,6,83600,7
2,1,0.3423296579253657,0,6,91261,8
1,0,1.147644790279933,1,4,67848,4
1,0,0.420327167997433,0,4,58843,5
2,1,0.4789995530062796,0,6,81025,6
2,1,-1.4317147190152157,0,5,79596,7
1,0,-0.3956735780480718,0,3,53224,3
2,1,-0.5628927511944409,1,5,78557,6
2,1,-0.513914621254807,0,5,73438,6
2,1,-0.8564526696729312,1,4,67707,6
2,1,-1.3023427772302079,0,6,86389,8
2,1,0.8015294083896528,1,6,87627,6
2,1,1.5099560357739679,1,6,85052,6
2,1,0.2163468720939888,1,6,81719,7
1,0,0.4841934553183702,1,5,70136,5
3,1,-1.4884130387717036,0,7,96887,10
1,0,-0.9730910317220579,1,5,72359,4
1,0,-0.8176871580242729,0,4,57862,4
2,1,-0.6936176811837395,0,5,74861,6
2,1,1.4068356394700934,1,6,81296,6
3,1,-1.7988687090635218,0,6,82402,9
1,0,0.9973907840034137,0,5,73297,5
2,1,-0.19887315957942134,0,7,98285,8
1,0,-0.09424145373386175,0,5,76617,4
2,1,0.7110027561337386,0,6,84712,8
1,0,0.9081875574656543,1,3,51319,4
2,1,0.7473593165187621,1,4,66922,5
1,0,0.9869207996275915,1,5,73557,5
1,0,-0.764669387984844,0,5,79892,5
2,1,0.20789746400070236,0,6,84963,7
1,0,1.319649196836404,1,4,63153,4
1,0,0.5043234500867091,0,5,69109,4
2,1,-0.33722424324665906,1,6,82637,7
2,1,-0.12655695185266183,0,6,83577,8
2,1,0.8711529574242779,0,5,80924,5
1,0,-0.8752785831103149,1,5,69568,4
2,1,0.10225258692015762,0,6,89136,7
2,1,-0.13770949151678114,1,5,75564,5
3,1,-1.6057240751613406,0,7,98341,10
2,1,0.40371969786592765,1,6,84518,6
2,1,-0.48321489604121753,1,6,86839,6
2,1,-0.2810743900893346,0,5,70312,6
1,0,1.810897386870567,0,5,71040,3
2,1,0.3122040831944191,0,5,70581,7
2,1,-0.4741175332219192,0,6,81279,6
1,0,-0.16748218440822707,0,4,59703,3
2,1,-1.083626786969828,0,5,74637,7
2,1,1.3210227957566354,0,5,73763,6
1,0,1.5183357676701024,0,4,63800,4
2,1,-0.4956368601235995,1,5,70415,5
2,1,0.3844997846870878,1,5,80486,6
1,0,2.5196133567281374,1,3,55299,3
2,1,-0.5746661028582016,0,6,84604,8
2,1,0.7889735309476515,0,5,78025,6
1,0,1.1903369694509889,1,4,57615,4
1,0,0.5387505774161475,0,3,51521,4
1,0,0.5524797459075321,1,2,43369,3
2,1,-1.2902355416242863,1,5,78101,7
2,1,-0.36890469928865155,1,6,83279,6
2,1,-1.0232019802257262,1,6,90469,8
0,0,2.5086250936584,0,3,53061,1
2,1,-0.15547545167133234,0,6,87781,7
2,1,-0.34083986986178283,0,4,67822,6
1,0,-0.849955105343119,1,5,69343,4
1,0,-0.23035637591112468,1,4,63640,5
1,0,-0.01358992332443532,0,4,67625,5
3,1,0.0853485364923046,0,7,100651,11
1,0,0.23971986614972482,1,4,61281,5
2,1,-0.5397067554757494,1,4,68305,6
1,0,1.113697107053263,1,5,71417,5
3,1,-0.6868600694770829,1,5,77808,9
1,0,0.7695519457374634,1,4,61681,5
1,0,0.8133276144972265,1,4,63039,3
1,0,0.8484339404990838,0,5,72458,4
2,1,-0.8436531380325087,1,4,68722,7
1,0,0.6098141984893094,0,4,64556,4
1,0,-0.40847491999776986,1,5,70976,5
2,1,0.3392332690618499,1,5,71909,5
3,1,-0.27053464881935685,0,7,94172,9
1,0,1.21490992909582,1,3,56499,3
1,0,0.5035384996920977,0,5,69856,5
1,0,1.041766438419364,1,5,73856,4
1,0,0.5187346569309752,0,3,51433,3
2,1,-0.49078688455462277,1,5,78660,7
1,0,-0.19301824137736065,0,4,66205,4
1,0,0.5970732803571088,1,5,70851,4
2,1,0.055268102844780925,1,6,81301,6
2,1,0.3761519898627419,0,5,75615,6
3,1,0.6371416687536954,1,6,85608,9
1,0,1.7840860384572337,1,5,73304,4
3,1,-0.5282664508873698,1,8,106180,10
1,0,0.13030287865965132,1,4,66457,5
2,1,-0.628555726356017,1,4,66308,7
2,1,-1.5804000776718705,1,5,76031,6
2,1,-0.9199253992452484,1,6,92662,8
2,1,0.719949953934672,1,6,87855,7
1,0,2.156697779301462,1,4,60064,4
2,1,-0.26295668809219663,0,6,82209,6
1,0,0.6250326520958097,1,5,73771,5
1,0,0.17117233879260424,1,5,78212,5
2,1,-1.5053961772521773,0,4,61762,5
2,1,-0.5031721566975808,0,6,85864,7
2,1,-0.41126667253970556,0,6,82040,7
3,1,-1.247078157326577,0,7,97852,9
1,0,-0.4568752451508631,1,4,68762,5
2,1,1.5744759424616384,0,6,84916,6
2,1,-0.6737650366606412,0,5,71901,7
2,1,0.3627726434715273,0,5,69004,5
2,1,-0.2640060793178425,1,4,66203,6
0,0,2.386275961615556,0,4,60949,2
2,1,-0.06758814987277662,0,4,66564,5
2,1,-0.728903664026628,1,5,71124,7
2,1,-0.33610731235440355,0,5,78033,6
0,0,0.9639243465003973,1,4,60292,2
1,0,0.4344907069392288,0,5,72991,4
1,0,0.5878189883195316,1,4,68559,5
1,0,1.4618943042099573,0,4,66559,5
2,1,0.2504943278728543,1,6,83146,7
1,0,0.2233326143923846,1,4,61298,4
3,1,-1.1550292641457256,1,7,95243,9
2,1,0.07583328754135368,1,4,67641,5
0,0,0.9775797229974402,0,3,54785,1
2,1,-0.2042298466846798,0,6,81744,6
2,1,1.5676001088812161,1,5,79930,6
2,1,-0.7599038952534779,1,4,61562,6
2,1,-0.7626007067751684,1,5,80164,6
1,0,0.46270530892574874,1,4,66155,4
2,1,0.47720434909655685,0,5,74700,7
2,1,-0.3821380133773823,1,4,62211,5
0,0,-0.26052387516545905,1,2,43729,2
3,1,-0.8707703649501143,0,6,87010,8
2,1,0.4185018074974996,0,6,81874,6
1,0,1.588067676552637,0,4,64891,5
1,0,0.23155629303700714,1,5,72813,4
2,1,-0.6898896154619821,1,5,75886,6
2,1,-1.9995471374672569,0,6,81106,6
2,1,0.47276307663518236,1,5,72278,6
1,0,0.7740407872623739,1,5,72133,4
1,0,0.6486102114424108,1,5,69141,5
2,1,-0.7146427057613297,1,5,70965,6
2,1,1.1156100353226128,1,5,77625,6
2,1,0.3912068495771633,0,7,96244,8
1,0,0.5013770283674406,1,5,71123,4
2,1,1.7028313383657736,1,6,83141,5
2,1,1.4684261273986605,1,5,70151,6
3,1,-2.0180881976199885,0,6,84649,8
2,1,-0.9338086736635465,0,5,77905,8
1,0,-1.742139446761002,0,4,61297,5
1,0,-0.24936045857076639,1,5,74074,5
2,1,-0.19105959423871083,1,5,79711,6
2,1,-1.2630762883478983,0,6,87008,8
2,1,1.2265963546455498,1,7,93973,6
2,1,-0.13576615456609273,0,6,90844,8
2,1,0.5791097763314192,0,5,77437,6
1,0,-0.20194131822898417,1,4,58102,4
2,1,-0.8626964196092956,0,4,68500,6
2,1,-1.0621225252369642,1,6,85989,7
2,1,-0.20114412073009763,1,5,77686,6
1,0,1.2193730340414177,0,5,74125,5
2,1,-0.549785758512477,1,6,86635,8
2,1,0.27916071551177424,1,7,93290,7
1,0,2.6465946463706054,1,5,74173,3
2,1,-1.8351310466073285,1,4,61832,7
1,0,1.4259939922388452,1,5,77877,5
2,1,0.7275990749231501,1,6,84484,6
2,1,0.1350211811377197,1,5,69733,6
1,0,-0.1868486898721015,0,3,56421,4
2,1,0.18506793278436762,1,6,81275,7
1,0,0.982305466308255,0,4,57496,4
2,1,-0.5599461119658534,1,6,85069,7
1,0,-0.2893133652369718,1,4,59676,4
1,0,0.6763220201156561,1,4,66776,5
2,1,-1.0950444894710991,0,6,84425,7
2,1,0.48228904585684385,0,5,75068,6
2,1,0.782214659780782,1,5,76205,5
3,1,-1.743359383747485,0,6,86350,10
1,0,0.04981496094995243,0,5,73646,5
1,0,1.2377928220192815,1,5,73685,5
0,0,1.8927392584040885,0,3,53446,1
1,0,1.7607674579403958,1,5,72221,3
2,1,-0.6291252689906554,0,4,59380,5
0,0,1.4003206124648746,0,3,53519,2
1,0,1.3299946844949706,1,5,72433,5
1,0,1.9368928666603176,0,5,72743,4
2,1,-0.568197092515396,0,5,72867,6
2,1,-1.0841659042471536,0,4,59986,5
1,0,-0.6914876305606417,1,4,57817,4
2,1,-0.22503421807216498,1,4,65714,6
2,1,-0.3787354152519502,1,6,83620,8
3,1,-0.35615926620955074,1,7,101989,9
1,0,0.7550898290897131,1,5,70815,5
3,1,-0.4885566400443809,0,6,87647,8
2,1,0.3714537824738385,1,4,65604,6
1,0,1.4992137946975042,0,4,66721,4
3,1,-1.4071623032343625,1,5,76501,8
2,1,0.39077721286205414,1,6,82603,6
2,1,-0.5839066901850088,0,4,58228,5
1,0,-0.05485769928135602,1,3,53520,5
1,0,-0.1243734928213305,1,4,58767,3
2,1,-1.6675751064311268,1,5,69179,7
2,1,0.8147873467632326,0,7,95342,7
1,0,0.8530522478551886,0,5,71209,4
3,1,-0.30222371662432185,1,6,89988,8
1,0,1.840733194174763,1,5,80002,5
2,1,-0.4748064225010082,1,5,71480,6
2,1,0.12761693602968927,1,6,85585,7
2,1,0.5438793735292019,0,5,78445,5
3,1,-0.92997014257404,1,6,82334,8
2,1,-0.03872085710328001,1,6,88687,7
2,1,0.6072525644676778,0,6,82677,8
3,1,-1.8595255714489083,1,7,96583,10
2,1,1.6813102300185958,0,6,81395,6
1,0,2.057412228520836,1,4,64473,3
2,1,-1.1306445519592634,1,5,78172,6
3,1,-0.9324043550720206,1,7,99813,10
2,1,-0.2215435242656867,0,4,65976,5
2,1,0.5321841910412223,1,4,61499,5
2,1,-1.5570174604565266,0,5,77648,8
2,1,-1.2279004032602179,1,5,78793,7
2,1,-0.7578045762562804,1,5,78376,8
2,1,1.2018680687753716,1,5,76139,7
2,1,-0.1369861572287144,1,5,75410,7
2,1,-2.146632688342648,1,5,71637,6
2,1,-0.44758515274250976,1,5,76776,6
1,0,-0.36411360479764787,0,6,82729,5
2,1,0.34238661569721757,0,4,66504,5
3,1,1.5509570535742117,0,6,89020,9
2,1,-0.661288514068739,1,5,69692,6
1,0,1.1597652056817034,0,5,70803,4
2,1,0.2913622796107759,0,5,69957,7
1,0,1.2448085527181851,1,5,78370,5
1,0,0.4240914471994161,1,5,74497,5
2,1,0.2852975791953409,1,6,92064,7
1,0,-0.058796070364981995,0,4,65015,5
1,0,1.0595527334817838,1,5,80653,5
3,1,-1.529602154702259,1,7,93545,11
2,1,-0.7947275653347351,0,5,71079,7
2,1,-0.40816797752466627,1,4,67834,7
2,1,0.6175476966825032,0,6,85702,8
2,1,-0.852572141300072,1,6,82773,8
2,1,-2.1738004738984915,1,5,74144,7
2,1,-3.143280414417247,1,5,73869,7
3,1,0.3634286893170061,0,7,93865,9
3,1,-0.5884644984644538,1,8,107930,10
1,0,1.2152209118751214,1,4,67958,4
2,1,-1.0937060234685214,1,6,86377,8
0,0,2.3305344816965974,1,2,35835,-0
2,1,-0.2939234503267667,1,5,74315,7
2,1,-1.4130972099911703,1,4,68313,6
1,0,-0.30630759801289303,1,4,62384,5
3,1,-0.2637790977121353,0,7,98901,10
2,1,0.772774582145047,0,6,82862,6
3,1,-1.3169995567948727,1,7,95765,10
3,1,-0.27453830171769683,0,6,88964,8
1,0,1.2439008159952403,1,5,69173,4
2,1,0.351926338423265,0,5,72872,7
2,1,-0.28935548923117077,0,5,72517,6
1,0,0.08799760800724282,1,4,61255,5
1,0,-0.4577457844195984,0,4,62491,5
3,1,-0.29987036557387836,0,6,86264,9
2,1,-0.0448390407882824,0,5,74050,8
2,1,-1.6962028508747817,0,5,74903,8
2,1,1.182739267752282,1,4,67865,6
1,0,-0.2903046458641316,1,5,71452,4
1,0,-0.8918179471350017,1,4,60843,5
2,1,0.25014633680784637,0,6,85667,5
2,1,2.7639282626658224,1,5,76243,5
2,1,0.5727334931145686,0,5,71595,5
1,0,-0.529166550992375,1,4,60876,4
2,1,-0.7589473651569315,1,5,78632,7
2,1,-1.2925530618486154,1,5,74613,8
3,1,-1.4776815634859601,0,6,91755,10
2,1,0.214118123140451,0,6,82537,6
1,0,-0.28829051842334275,0,4,64581,4
2,1,-0.8550696599824079,0,5,79548,7
2,1,-0.2432939606157178,0,5,80897,6
1,0,2.1097303048101708,1,3,50531,2
1,0,0.46333423599224816,1,4,65088,5
2,1,-0.1668073769334821,1,6,82379,5
1,0,1.1290501980004797,0,4,65745,4
2,1,-0.9790640881267559,0,4,63650,6
2,1,1.9166129461281065,0,5,78926,6
0,0,1.6868896513527716,1,3,54430,1
2,1,0.3036012485061712,0,5,79431,6
2,1,-1.3330094974003897,1,5,72586,7
0,0,1.6051513361484884,0,3,53559,2
1,0,-0.3301522019984501,0,3,52862,3
1,0,1.083227239420681,1,3,49463,2
2,1,-0.00349664309567059,0,6,88696,6
3,1,-2.078467513645167,1,7,95735,11
3,1,-1.5184817285706915,0,7,93530,9
1,0,0.5428123884830611,1,4,67460,4
2,1,-1.1364726163290668,0,5,78215,7
2,1,-0.5991079265961821,1,5,71854,7
1,0,0.8328958357481158,1,5,70600,5
1,0,-0.0074154947786370115,0,4,60818,4
1,0,0.28674845396826387,0,3,56431,4
0,0,0.44773842971099204,1,3,50210,2
3,1,-1.465500115115405,1,6,84585,8
1,0,0.3038614392993303,0,4,62245,4
2,1,-0.5263451619960877,0,4,62565,6
2,1,0.7134560966865074,1,6,85448,7
2,1,0.19346098349304125,0,5,72895,6
2,1,-0.8817549258836148,0,5,73918,6
2,1,-0.8999877327478423,1,5,79235,8
1,0,1.6201751956104409,0,5,69422,4
2,1,-1.1839307302808373,0,6,86210,6
2,1,0.11305259627796031,0,6,81358,6
2,1,0.6734930564608552,0,5,79809,6
2,1,1.2509692677344626,0,6,86452,6
2,1,0.4885801477231419,0,6,88837,8
1,0,1.5393287642916393,1,4,62300,4
1,0,2.9490383160773375,1,5,71412,3
2,1,-1.1443395656531958,1,5,74580,8
2,1,-0.9429848547642318,0,4,67123,6
3,1,-1.0867616080867706,1,6,88520,8
2,1,-0.19557807660669901,1,4,64225,5
2,1,-1.0973191876500952,1,4,59364,7
1,0,-0.19267321722916328,1,3,56866,5
1,0,0.9700430813267056,1,5,71808,5
3,1,0.34535471942272533,0,7,96154,8
2,1,0.27463107407912546,1,5,73176,6
1,0,-0.1503061146344863,1,5,69381,4
3,1,-3.4936654496429114,1,6,83116,10
2,1,-0.1536556708584489,0,5,73847,6
2,1,0.2924869130142394,0,6,85862,6
1,0,1.1483642310724724,1,4,68348,4
2,1,0.11736441896557384,0,5,70688,6
3,1,-1.095387739105099,1,6,91141,8
2,1,0.5249235499458622,1,5,80866,5
1,0,0.1412148943673138,0,4,66476,4
3,1,-0.39994273902803046,1,8,110074,10
2,1,-0.9011250095762866,1,5,76083,7
3,1,-1.959638201277637,1,6,88886,8
1,0,0.2660766263334715,1,4,68247,4
2,1,0.6655647797927083,1,4,65557,5
1,0,0.6412102993892852,1,4,66096,4
1,0,0.9214097471646864,1,3,55416,3
2,1,0.7912489707984934,1,6,82465,6
2,1,-0.38211992016303076,1,5,79454,6
1,0,1.7381599435820618,1,4,67467,3
2,1,0.24949550734423487,0,6,81829,7
3,1,-0.9210885434416101,0,6,89518,9
2,1,0.09079141320663182,1,4,67416,6
2,1,-0.65285219519386,0,5,78137,8
2,1,7.261668122698281e-4,1,6,82574,8
2,1,-0.18889030696225778,1,5,78850,6
3,1,-0.6172689236989471,1,6,89523,9
2,1,-0.531161181283237,0,5,76020,6
2,1,-2.1682098824361633,1,5,79635,6
1,0,0.13172043018103488,1,4,65109,4
2,1,0.6697118202457029,0,4,68557,7
2,1,0.5249601179805612,1,5,79532,7
2,1,-1.2424035996194078,1,5,69146,6
2,1,0.38202267804686885,1,7,94137,8
1,0,1.254048803583841,1,4,68870,3
1,0,1.404712568310436,1,6,81820,5
1,0,1.196789294277379,0,4,68857,4
2,1,-0.8549584508696007,0,5,70358,7
2,1,-0.7757679762824699,0,5,74882,6
2,1,-0.15127219964900496,0,5,69457,5
3,1,0.14745053710979,1,6,84179,8
0,0,3.1714884920133453,1,4,64930,2
2,1,0.7417190749966827,1,5,72624,5
2,1,0.7719612211336591,0,5,78728,6
3,1,-0.8882269321171317,1,5,79930,8
